bench,Z3-time (ms),Z3-calls,Z3-error,ASTR-time (ms),ASTR-calls,ASTR-error,SPF-error,spf-z3-cputime (s),spf-z3-walltime (s),z3-status,spf-astr-cputime (s),spf-astr-walltime (s),astr-status,astr-log,z3-log,benchmark
ImageName,33,1,0,30,1,0,0,1.62,0.71,unknown,1.83,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ImageName.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ImageName.yml.log,sv-benchmarks/java/argv/docker-maven-plugin/src.main.java.io.fabric8.maven.docker.util/ImageName/Main.java
ImpersonationUtil,26,1,0,23,1,0,1,1.53,0.68,unknown,1.75,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ImpersonationUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ImpersonationUtil.yml.log,sv-benchmarks/java/argv/drill/exec.java-exec.src.main.java.org.apache.drill.exec.util/ImpersonationUtil/Main.java
Include,24,2,1,16,2,1,0,1.59,0.66,unknown,1.55,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Include.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Include.yml.log,sv-benchmarks/java/argv/jfinal/src.main.java.com.jfinal.template.stat.ast/Include/Main.java
InetAddresses,233,26,1,0,1,1,1,2.0,0.99,unknown,1.89,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.InetAddresses.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.InetAddresses.yml.log,sv-benchmarks/java/argv/jersey/core-common.src.main.java.org.glassfish.jersey.internal.guava/InetAddresses/Main.java
Info,63,5,1,24,3,1,0,1.59,0.7,unknown,1.78,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Info.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Info.yml.log,sv-benchmarks/java/argv/CatVodSpider/app.src.main.java.com.github.catvod.js.bean/Info/Main.java
InfoObj,39,2,0,0,1,1,0,1.62,0.69,false,1.54,0.67,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.InfoObj.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.InfoObj.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.shell.analyzer.model/InfoObj/Main.java
InlineBox,32412,3675,0,0,1,1,0,45.75,41.72,true,1.78,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.InlineBox.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.InlineBox.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-html.src.main.java.org.openpdf.render/InlineBox/Main.java
InsnText,0,1,1,0,1,1,0,1.63,0.73,unknown,1.61,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.InsnText.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.InsnText.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.analyze.cfg/InsnText/Main.java
ItemFuncGetFormat,344,36,0,168,36,0,0,2.25,1.04,true,2.67,1.06,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ItemFuncGetFormat.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ItemFuncGetFormat.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.plan.common.item.function.timefunc/ItemFuncGetFormat/Main.java
ItemFuncUnhex,0,1,1,0,1,1,0,2.03,1.06,unknown,1.97,1.05,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ItemFuncUnhex.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ItemFuncUnhex.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.plan.common.item.function.strfunc/ItemFuncUnhex/Main.java
Items,24937,862,0,24044,1102,0,0,28.04,26.07,true,42.33,26.1,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Items.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Items.yml.log,sv-benchmarks/java/argv/EnchantmentCracker/src.enchcracker/Items/Main.java
Jable,48,2,0,0,1,1,0,2.07,0.79,false,2.13,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Jable.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Jable.yml.log,sv-benchmarks/java/argv/CatVodSpider/app.src.main.java.com.github.catvod.spider/Jable/Main.java
JarUtil,0,1,0,0,1,1,1,60.44,59.6,TIMEOUT,2.36,0.94,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JarUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JarUtil.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.utils/JarUtil/Main.java
JavaScanner,89,8,0,16,2,1,0,1.84,0.8,true,1.74,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JavaScanner.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JavaScanner.yml.log,sv-benchmarks/java/argv/Thanox/android.annotation_processors.xposed_hook_compiler.src.main.java.github.tornaco.permission.compiler/JavaScanner/Main.java
JavaTemplateDateFormatFactory,0,1,1,0,1,2,1,1.69,0.73,unknown,1.67,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JavaTemplateDateFormatFactory.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JavaTemplateDateFormatFactory.yml.log,sv-benchmarks/java/argv/freemarker/freemarker-core.src.main.java.freemarker.core/JavaTemplateDateFormatFactory/Main.java
JavaWebClassVisitor,36,2,0,272,6,0,0,1.6,0.71,true,2.56,0.99,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JavaWebClassVisitor.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JavaWebClassVisitor.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.core.asm/JavaWebClassVisitor/Main.java
Jianpian,61,4,0,54,4,0,1,1.87,0.75,unknown,2.11,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Jianpian.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Jianpian.yml.log,sv-benchmarks/java/argv/CatVodSpider/app.src.main.java.com.github.catvod.spider/Jianpian/Main.java
JpqlFunctionUtil,33,4,1,42,7,0,1,1.76,0.75,unknown,1.84,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JpqlFunctionUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JpqlFunctionUtil.yml.log,sv-benchmarks/java/argv/blaze-persistence/core.impl.src.main.java.com.blazebit.persistence.impl.util/JpqlFunctionUtil/Main.java
JsonApiController,76,8,0,0,1,1,0,1.77,0.76,true,1.66,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.JsonApiController.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.JsonApiController.yml.log,sv-benchmarks/java/argv/elide/elide-spring.elide-spring-boot-autoconfigure.src.main.java.com.yahoo.elide.spring.controllers/JsonApiController/Main.java
KBPAnnotatorBenchmark,150,14,0,349,14,0,0,1.95,0.82,true,3.08,1.19,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.KBPAnnotatorBenchmark.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.KBPAnnotatorBenchmark.yml.log,sv-benchmarks/java/argv/CoreNLP/itest.src.edu.stanford.nlp.pipeline/KBPAnnotatorBenchmark/Main.java
KeycloakExportProvider,47,2,0,74,2,0,0,1.64,0.72,true,2.0,0.83,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.KeycloakExportProvider.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.KeycloakExportProvider.yml.log,sv-benchmarks/java/argv/keycloak-config-cli/src.main.java.de.adorsys.keycloak.config.provider/KeycloakExportProvider/Main.java
KeycloakImportProvider,47,2,0,81,2,0,0,1.66,0.71,true,1.9,0.81,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.KeycloakImportProvider.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.KeycloakImportProvider.yml.log,sv-benchmarks/java/argv/keycloak-config-cli/src.main.java.de.adorsys.keycloak.config.provider/KeycloakImportProvider/Main.java
KeywordSearchUtil,0,1,1,0,1,1,1,1.76,0.73,unknown,1.71,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.KeywordSearchUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.KeywordSearchUtil.yml.log,sv-benchmarks/java/argv/autopsy/KeywordSearch.src.org.sleuthkit.autopsy.keywordsearch/KeywordSearchUtil/Main.java
LevenshteinDistance,725,59,1,0,1,0,1,3.09,1.71,unknown,1.66,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.LevenshteinDistance.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.LevenshteinDistance.yml.log,sv-benchmarks/java/argv/elki/elki-core-distance.src.main.java.elki.distance.strings/LevenshteinDistance/Main.java
LightCache,62,6,0,0,1,1,0,1.84,0.79,true,1.64,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.LightCache.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.LightCache.yml.log,sv-benchmarks/java/argv/light-novel-library_Wenku8_Android/eclipse-android-old.LightNovelLibrary.src.org.mewx.lightnovellibrary.util/LightCache/Main.java
LightCache_1,82,6,0,0,1,1,0,2.04,0.84,true,1.7,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.LightCache_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.LightCache_1.yml.log,sv-benchmarks/java/argv/light-novel-library_Wenku8_Android/eclipse-android.src.org.mewx.lightnovellibrary.util/LightCache_1/Main.java
LinkPreview,73,8,0,0,1,1,0,1.93,0.85,unknown,1.84,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.LinkPreview.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.LinkPreview.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.org.telegram.ui.Components.Paint.Views/LinkPreview/Main.java
Location,81,6,1,32,2,1,0,1.75,0.76,unknown,1.81,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.util/Location/Main.java
Location,81,6,1,32,2,1,0,1.75,0.76,unknown,1.64,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.util/Location/Main.java
Location,81,6,1,32,2,1,0,2.41,1.3,unknown,1.81,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.util/Location/Main.java
Location,81,6,1,32,2,1,0,2.41,1.3,unknown,1.64,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Location.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.util/Location/Main.java
LuceneSearchResult,104,10,0,41,3,1,0,1.78,0.8,true,1.73,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.LuceneSearchResult.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.LuceneSearchResult.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.entity/LuceneSearchResult/Main.java
M4SDownloader,40,2,1,31,2,1,0,1.71,0.74,unknown,1.77,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.M4SDownloader.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.M4SDownloader.yml.log,sv-benchmarks/java/argv/BilibiliDown/src.nicelee.bilibili.downloaders.impl/M4SDownloader/Main.java
MWTAnnotator,37,2,0,17,2,0,5,1.65,0.72,false,1.89,0.8,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MWTAnnotator.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MWTAnnotator.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.pipeline/MWTAnnotator/Main.java
Main,120,7,1,34,4,1,0,2.25,0.9,unknown,2.13,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,sv-benchmarks/java/argv/Thanox/android.android_framework.dex-maker.src.main.java.com.android.dx.command.dump/Main/Main.java
Main,120,7,1,34,4,1,0,2.25,0.9,unknown,1.43,0.66,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,sv-benchmarks/java/argv/Thanox/android.android_framework.dex-maker.src.main.java.com.android.dx.command.dump/Main/Main.java
Main,120,7,1,34,4,1,0,4.85,7.31,unknown,2.13,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,sv-benchmarks/java/argv/Thanox/android.android_framework.dex-maker.src.main.java.com.android.dx.command.dump/Main/Main.java
Main,120,7,1,34,4,1,0,4.85,7.31,unknown,1.43,0.66,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Main.yml.log,sv-benchmarks/java/argv/Thanox/android.android_framework.dex-maker.src.main.java.com.android.dx.command.dump/Main/Main.java
ManagerParse,0,1,1,0,1,1,0,2.08,0.84,unknown,2.08,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParse.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParse.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParse/Main.java
ManagerParseCheck,41610,2160,0,0,1,1,0,60.79,56.71,TIMEOUT,1.79,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseCheck.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseCheck.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseCheck/Main.java
ManagerParseClear,41223,2341,0,0,1,1,0,60.78,56.92,TIMEOUT,1.62,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseClear.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseClear.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseClear/Main.java
ManagerParseConfig,40227,2770,0,0,1,1,0,60.84,57.22,TIMEOUT,1.66,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseConfig.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseConfig.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseConfig/Main.java
ManagerParseHeartbeat,50490,1721,0,0,1,1,0,60.72,57.44,TIMEOUT,1.64,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseHeartbeat.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseHeartbeat.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseHeartbeat/Main.java
ManagerParseOnOff,45797,1153,0,0,1,1,0,60.62,57.5,TIMEOUT,1.63,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseOnOff.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseOnOff.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseOnOff/Main.java
ManagerParseReload,7600,416,1,0,1,1,0,13.55,11.09,unknown,2.01,0.82,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseReload.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseReload.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseReload/Main.java
ManagerParseRollback,42915,2567,0,0,1,1,0,60.7,57.44,TIMEOUT,1.56,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseRollback.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseRollback.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseRollback/Main.java
ManagerParseShow,24780,980,1,0,1,1,0,34.96,31.45,unknown,2.42,0.93,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseShow.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseShow.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseShow/Main.java
ManagerParseStop,3568,182,0,0,1,1,0,60.49,58.95,TIMEOUT,1.65,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ManagerParseStop.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ManagerParseStop.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/ManagerParseStop/Main.java
Markup,0,1,1,0,1,1,0,1.74,0.74,unknown,1.86,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Markup.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Markup.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-core.src.main.java.org.openpdf.text.html/Markup/Main.java
MaybePatterns,67,5,1,40,5,1,0,1.72,0.74,unknown,1.76,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MaybePatterns.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MaybePatterns.yml.log,sv-benchmarks/java/argv/glowroot/agent.core.src.main.java.org.glowroot.agent.util/MaybePatterns/Main.java
MergeAdapter,71,5,1,46,5,1,0,1.86,0.76,unknown,1.76,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MergeAdapter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MergeAdapter.yml.log,sv-benchmarks/java/argv/drill/exec.java-exec.src.main.java.org.apache.drill.exec.compile/MergeAdapter/Main.java
MessageConsumerOutputStream,118,8,1,22,3,0,0,1.8,0.79,unknown,61.02,56.33,TIMEOUT,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MessageConsumerOutputStream.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MessageConsumerOutputStream.yml.log,sv-benchmarks/java/argv/Arduino/arduino-core.src.cc.arduino/MessageConsumerOutputStream/Main.java
MessagePreviewParams,604,66,0,0,1,1,0,3.22,1.61,true,1.8,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MessagePreviewParams.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MessagePreviewParams.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.org.telegram.messenger/MessagePreviewParams/Main.java
MethodELProcessor,318,30,0,66,4,1,0,2.57,1.23,unknown,2.09,0.85,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MethodELProcessor.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MethodELProcessor.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.el/MethodELProcessor/Main.java
MethodResult,57,4,0,0,1,0,1,1.94,0.8,true,1.73,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MethodResult.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MethodResult.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.entity/MethodResult/Main.java
Model,37,2,1,22,2,1,0,1.6,0.69,unknown,1.7,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Model.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Model.yml.log,sv-benchmarks/java/argv/delverengine/core.src.main.java.com.interrupt.dungeoneer.entities/Model/Main.java
ModuleAttribution,467,50,0,51,4,1,0,2.69,1.37,true,1.92,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ModuleAttribution.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ModuleAttribution.yml.log,sv-benchmarks/java/argv/countly-sdk-android/sdk.src.main.java.ly.count.android.sdk/ModuleAttribution/Main.java
ModuleDeviceId,2659,286,0,25,3,1,0,6.26,4.05,true,1.79,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ModuleDeviceId.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ModuleDeviceId.yml.log,sv-benchmarks/java/argv/countly-sdk-android/sdk.src.main.java.ly.count.android.sdk/ModuleDeviceId/Main.java
ModulePlan,58,4,0,49,4,0,0,1.67,0.7,false,1.79,0.75,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ModulePlan.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ModulePlan.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.main.java.utils/ModulePlan/Main.java
MoreConfigDefaults,26,2,1,16,2,1,0,1.63,0.71,unknown,1.65,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MoreConfigDefaults.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MoreConfigDefaults.yml.log,sv-benchmarks/java/argv/glowroot/common2.src.main.java.org.glowroot.common2.config/MoreConfigDefaults/Main.java
Mutf8,24,3,1,0,1,1,1,1.69,0.73,unknown,1.69,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Mutf8.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Mutf8.yml.log,sv-benchmarks/java/argv/Thanox/android.android_framework.dex-maker.src.main.java.com.android.dex/Mutf8/Main.java
MyStringEscaper,221,25,1,0,1,1,1,2.03,0.99,unknown,1.75,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.MyStringEscaper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.MyStringEscaper.yml.log,sv-benchmarks/java/argv/Qualitis/util.src.main.java.com.webank.wedatasphere.qualitis.util/MyStringEscaper/Main.java
NacosServiceNotify,8357,948,0,20,3,1,0,13.23,10.79,true,1.76,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NacosServiceNotify.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NacosServiceNotify.yml.log,sv-benchmarks/java/argv/Sermant/sermant-plugins.sermant-service-registry.dubbo-registry-service.src.main.java.io.sermant.dubbo.registry.service/NacosServiceNotify/Main.java
NamePatternUtil,44,2,1,31,2,1,0,1.67,0.71,unknown,1.82,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NamePatternUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NamePatternUtil.yml.log,sv-benchmarks/java/argv/docker-maven-plugin/src.main.java.io.fabric8.maven.docker.util/NamePatternUtil/Main.java
NameUtils,93,8,1,0,1,1,1,1.78,0.79,unknown,1.81,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NameUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NameUtils.yml.log,sv-benchmarks/java/argv/forest/forest-core.src.main.java.com.dtflys.forest.utils/NameUtils/Main.java
NetworkFile,26,2,1,17,2,1,0,1.74,0.74,unknown,1.85,0.81,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NetworkFile.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NetworkFile.yml.log,sv-benchmarks/java/argv/AnExplorer/app.src.main.java.dev.dworks.apps.anexplorer.network/NetworkFile/Main.java
NewMybatisProcessor,164,8,0,88,8,0,0,1.72,0.8,true,2.04,0.81,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NewMybatisProcessor.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NewMybatisProcessor.yml.log,sv-benchmarks/java/argv/MoonBox/moonbox-agent.moonbox-java-agent.moonbox-plugins.repeater.mybatis-plugin.src.main.java.com.alibaba.jvm.sandbox.repeater.plugin.mybatis/NewMybatisProcessor/Main.java
NoticeFilesTest,0,1,1,0,1,2,1,1.75,0.73,unknown,1.78,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NoticeFilesTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NoticeFilesTest.yml.log,sv-benchmarks/java/argv/jersey/tests.release-test.src.test.java.org.glassfish.jersey.test.artifacts/NoticeFilesTest/Main.java
NumberParseUtil,0,1,1,33,3,1,1,1.53,0.68,unknown,1.75,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.NumberParseUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.NumberParseUtil.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.function/NumberParseUtil/Main.java
OracleDbmsDialect,38,2,0,23,2,0,0,1.73,0.74,false,1.69,0.73,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.OracleDbmsDialect.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.OracleDbmsDialect.yml.log,sv-benchmarks/java/argv/blaze-persistence/core.impl.src.main.java.com.blazebit.persistence.impl.dialect/OracleDbmsDialect/Main.java
OracleTranslator,153,15,0,0,1,1,0,2.11,0.92,unknown,1.76,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.OracleTranslator.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.OracleTranslator.yml.log,sv-benchmarks/java/argv/diboot/diboot-core.src.main.java.com.diboot.core.util.sql/OracleTranslator/Main.java
OrmQueryDetailParser,179,20,0,0,1,1,0,2.2,0.93,true,1.56,0.68,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.OrmQueryDetailParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.OrmQueryDetailParser.yml.log,sv-benchmarks/java/argv/ebean/ebean-core.src.main.java.io.ebeaninternal.server.querydefn/OrmQueryDetailParser/Main.java
Output,43,3,0,35,3,0,0,1.79,0.74,false,1.77,0.77,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Output.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Output.yml.log,sv-benchmarks/java/argv/dexcount-gradle-plugin/src.main.java.com.android.dexdeps/Output/Main.java
